index,gender,age,student_since,nationality,school_education,attended_university,year,month,semester
1626,male,33,2017-02-07,Syria,Upper secondary education (11-13 school years),UNKNOWN,2017,2,1H
1574,male,29,2017-02-07,Somalia,Upper secondary education (11-13 school years),TRUE,2017,2,1H
1432,male,23,2017-02-07,Sierra Leone,,UNKNOWN,2017,2,1H
1570,male,35,2017-02-07,Syria,Upper secondary education (11-13 school years),TRUE,2017,2,1H
1635,male,29,2017-02-08,Syria,,UNKNOWN,2017,2,1H
1580,male,30,2017-02-08,Ethiopia,,UNKNOWN,2017,2,1H
1599,male,29,2017-02-08,Syria,,UNKNOWN,2017,2,1H
1598,male,35,2017-02-08,Syria,,UNKNOWN,2017,2,1H
1614,male,26,2017-02-08,Syria,,UNKNOWN,2017,2,1H
1471,male,39,2017-02-08,Afghanistan,,UNKNOWN,2017,2,1H
1617,male,30,2017-02-08,Somalia,Upper secondary education (11-13 school years),TRUE,2017,2,1H
1606,male,38,2017-02-08,Syria,Primary education (4-7 school years),UNKNOWN,2017,2,1H
1555,male,28,2017-02-08,Somalia,,UNKNOWN,2017,2,1H
1589,male,34,2017-02-08,Syria,,UNKNOWN,2017,2,1H
1641,male,23,2017-02-09,Syria,,UNKNOWN,2017,2,1H
1577,female,25,2017-02-09,Burundi,,UNKNOWN,2017,2,1H
1602,female,29,2017-02-09,Syria,,UNKNOWN,2017,2,1H
1407,male,24,2017-02-09,Syria,Upper secondary education (11-13 school years),TRUE,2017,2,1H
1590,female,43,2017-02-09,Syria,Upper secondary education (11-13 school years),TRUE,2017,2,1H
1579,male,30,2017-02-09,Eritrea,,UNKNOWN,2017,2,1H
1653,female,27,2017-02-09,Syria,,UNKNOWN,2017,2,1H
1647,male,27,2017-02-09,Afghanistan,,UNKNOWN,2017,2,1H
1632,male,32,2017-02-09,Somalia,Lower secondary education (7-11 school years),FALSE,2017,2,1H
1605,male,23,2017-02-09,Syria,,UNKNOWN,2017,2,1H
1609,male,40,2017-02-09,Yemen,,UNKNOWN,2017,2,1H
1638,male,33,2017-02-09,Dem. Rep. Congo,,UNKNOWN,2017,2,1H
1648,male,21,2017-02-10,Ethiopia,Lower secondary education (7-11 school years),FALSE,2017,2,1H
1591,female,30,2017-02-10,Syria,,UNKNOWN,2017,2,1H
1468,male,27,2017-02-10,Somalia,,UNKNOWN,2017,2,1H
1611,male,31,2017-02-10,Afghanistan,,UNKNOWN,2017,2,1H
1629,female,34,2017-02-10,Zimbabwe,,UNKNOWN,2017,2,1H
1636,male,35,2017-02-10,Pakistan,Upper secondary education (11-13 school years),UNKNOWN,2017,2,1H
1585,male,32,2017-02-11,Syria,Upper secondary education (11-13 school years),TRUE,2017,2,1H
1576,male,21,2017-02-11,Sudan,,UNKNOWN,2017,2,1H
1640,male,30,2017-02-11,Sudan,,UNKNOWN,2017,2,1H
1603,male,37,2017-02-11,Iran,Upper secondary education (11-13 school years),TRUE,2017,2,1H
1628,male,24,2017-02-12,Syria,,UNKNOWN,2017,2,1H
1565,female,36,2017-02-12,Zimbabwe,,UNKNOWN,2017,2,1H
1623,male,33,2017-02-13,Syria,,UNKNOWN,2017,2,1H
1449,male,24,2017-02-14,Somalia,,UNKNOWN,2017,2,1H
1571,male,28,2017-02-15,Somalia,,UNKNOWN,2017,2,1H
1624,male,33,2017-02-16,Syria,,UNKNOWN,2017,2,1H
1625,female,27,2017-02-17,Afghanistan,,UNKNOWN,2017,2,1H
1649,male,33,2017-02-18,Gambia,,UNKNOWN,2017,2,1H
1637,female,40,2017-02-20,Sierra Leone,,UNKNOWN,2017,2,1H
1620,male,26,2017-02-21,Syria,Upper secondary education (11-13 school years),TRUE,2017,2,1H
1595,male,32,2017-02-21,Somalia,,UNKNOWN,2017,2,1H
1622,female,31,2017-02-22,Syria,,UNKNOWN,2017,2,1H
1604,female,27,2017-02-23,Syria,Upper secondary education (11-13 school years),TRUE,2017,2,1H
1525,male,24,2017-02-24,Somalia,,UNKNOWN,2017,2,1H
1356,male,33,2017-02-28,Nigeria,,UNKNOWN,2017,2,1H
1631,female,28,2017-02-28,Syria,,UNKNOWN,2017,2,1H
1681,male,28,2017-03-01,Palestine,Upper secondary education (11-13 school years),UNKNOWN,2017,3,1H
1685,male,28,2017-03-01,Syria,,UNKNOWN,2017,3,1H
1674,female,28,2017-03-01,Afghanistan,Upper secondary education (11-13 school years),FALSE,2017,3,1H
1708,male,29,2017-03-01,Syria,Upper secondary education (11-13 school years),FALSE,2017,3,1H
1683,male,33,2017-03-01,Syria,,UNKNOWN,2017,3,1H
1707,male,25,2017-03-01,Afghanistan,,UNKNOWN,2017,3,1H
1667,male,27,2017-03-01,Syria,I did not go to school,FALSE,2017,3,1H
1699,male,38,2017-03-01,Sudan,Upper secondary education (11-13 school years),UNKNOWN,2017,3,1H
1639,male,20,2017-03-01,Dem. Rep. Congo,,UNKNOWN,2017,3,1H
1612,male,27,2017-03-01,Syria,Upper secondary education (11-13 school years),TRUE,2017,3,1H
1664,male,31,2017-03-01,Iran,Upper secondary education (11-13 school years),TRUE,2017,3,1H
1663,male,22,2017-03-01,Dem. Rep. Congo,,UNKNOWN,2017,3,1H
1677,male,28,2017-03-02,Afghanistan,,UNKNOWN,2017,3,1H
1675,male,25,2017-03-02,Bangladesh,,UNKNOWN,2017,3,1H
1703,male,22,2017-03-02,Afghanistan,,UNKNOWN,2017,3,1H
1680,female,38,2017-03-02,Syria,Upper secondary education (11-13 school years),UNKNOWN,2017,3,1H
1709,male,22,2017-03-02,Syria,,UNKNOWN,2017,3,1H
1706,male,27,2017-03-02,Ethiopia,,UNKNOWN,2017,3,1H
1716,male,30,2017-03-02,Somalia,,UNKNOWN,2017,3,1H
1483,male,31,2017-03-02,Afghanistan,,UNKNOWN,2017,3,1H
1702,male,38,2017-03-02,Syria,Upper secondary education (11-13 school years),TRUE,2017,3,1H
1651,male,40,2017-03-02,Malawi,,UNKNOWN,2017,3,1H
1652,male,28,2017-03-02,Syria,,UNKNOWN,2017,3,1H
1725,male,42,2017-03-02,Iran,Lower secondary education (7-11 school years),FALSE,2017,3,1H
1727,male,27,2017-03-02,Syria,,UNKNOWN,2017,3,1H
1728,male,46,2017-03-02,Pakistan,,UNKNOWN,2017,3,1H
1567,male,26,2017-03-02,Rwanda,,UNKNOWN,2017,3,1H
1712,male,28,2017-03-02,Syria,,UNKNOWN,2017,3,1H
1720,male,28,2017-03-02,Syria,,UNKNOWN,2017,3,1H
1690,female,35,2017-03-03,Syria,,UNKNOWN,2017,3,1H
1417,female,22,2017-03-03,Syria,,UNKNOWN,2017,3,1H
1724,male,35,2017-03-03,Syria,,UNKNOWN,2017,3,1H
1730,male,30,2017-03-03,Eritrea,Upper secondary education (11-13 school years),TRUE,2017,3,1H
1710,female,30,2017-03-03,Syria,,UNKNOWN,2017,3,1H
1686,male,30,2017-03-03,Afghanistan,,UNKNOWN,2017,3,1H
1660,male,27,2017-03-03,Somalia,Upper secondary education (11-13 school years),TRUE,2017,3,1H
1656,male,32,2017-03-03,Germany,Upper secondary education (11-13 school years),UNKNOWN,2017,3,1H
1676,female,21,2017-03-03,Kenya,,UNKNOWN,2017,3,1H
1679,male,33,2017-03-03,Bangladesh,,UNKNOWN,2017,3,1H
1739,female,32,2017-03-04,Syria,,UNKNOWN,2017,3,1H
1662,female,57,2017-03-04,Iran,Upper secondary education (11-13 school years),TRUE,2017,3,1H
1658,male,30,2017-03-04,Palestine,,UNKNOWN,2017,3,1H
1670,male,33,2017-03-04,Afghanistan,Upper secondary education (11-13 school years),UNKNOWN,2017,3,1H
1659,male,30,2017-03-04,Afghanistan,,UNKNOWN,2017,3,1H
1695,male,26,2017-03-04,Syria,,UNKNOWN,2017,3,1H
1701,male,27,2017-03-04,Syria,,UNKNOWN,2017,3,1H
1722,female,26,2017-03-05,Syria,,UNKNOWN,2017,3,1H
1673,male,33,2017-03-05,Dem. Rep. Congo,,UNKNOWN,2017,3,1H
1661,male,33,2017-03-05,Sudan,,UNKNOWN,2017,3,1H
1642,male,35,2017-03-05,Somalia,Upper secondary education (11-13 school years),TRUE,2017,3,1H
1691,male,27,2017-03-05,Iraq,,UNKNOWN,2017,3,1H
1258,male,31,2017-03-06,Afghanistan,,UNKNOWN,2017,3,1H
1688,male,24,2017-03-06,Ethiopia,,UNKNOWN,2017,3,1H
1665,male,28,2017-03-06,Syria,,UNKNOWN,2017,3,1H
1568,male,32,2017-03-06,Rwanda,,UNKNOWN,2017,3,1H
1578,male,23,2017-03-07,Somalia,,UNKNOWN,2017,3,1H
1682,male,27,2017-03-07,Afghanistan,Upper secondary education (11-13 school years),UNKNOWN,2017,3,1H
1313,male,36,2017-03-07,Sierra Leone,Upper secondary education (11-13 school years),TRUE,2017,3,1H
1694,male,28,2017-03-07,Iran,,UNKNOWN,2017,3,1H
1689,female,30,2017-03-08,Syria,,UNKNOWN,2017,3,1H
1687,male,26,2017-03-08,Syria,,UNKNOWN,2017,3,1H
1341,male,36,2017-03-08,Sudan,,UNKNOWN,2017,3,1H
1719,male,45,2017-03-10,Palestine,Primary education (4-7 school years),FALSE,2017,3,1H
1671,female,27,2017-03-10,Iran,Upper secondary education (11-13 school years),TRUE,2017,3,1H
1723,male,20,2017-03-11,Afghanistan,,UNKNOWN,2017,3,1H
1644,male,43,2017-03-11,Syria,,UNKNOWN,2017,3,1H
1693,male,25,2017-03-12,Syria,,UNKNOWN,2017,3,1H
1128,female,24,2017-03-12,Iraq,Upper secondary education (11-13 school years),FALSE,2017,3,1H
1384,female,22,2017-03-12,Afghanistan,,UNKNOWN,2017,3,1H
1654,male,22,2017-03-12,Turkey,,UNKNOWN,2017,3,1H
1175,male,23,2017-03-13,Syria,Upper secondary education (11-13 school years),FALSE,2017,3,1H
1219,male,31,2017-03-14,Syria,Upper secondary education (11-13 school years),TRUE,2017,3,1H
1684,male,37,2017-03-14,Nigeria,,UNKNOWN,2017,3,1H
1562,male,29,2017-03-15,Syria,,UNKNOWN,2017,3,1H
1705,male,41,2017-03-16,Djibouti,,UNKNOWN,2017,3,1H
1600,female,23,2017-03-18,Ethiopia,Upper secondary education (11-13 school years),UNKNOWN,2017,3,1H
1530,male,31,2017-03-18,Ghana,,UNKNOWN,2017,3,1H
1666,female,25,2017-03-18,Syria,Upper secondary education (11-13 school years),TRUE,2017,3,1H
868,male,31,2017-03-18,Pakistan,Upper secondary education (11-13 school years),TRUE,2017,3,1H
1049,male,26,2017-03-19,Syria,Upper secondary education (11-13 school years),TRUE,2017,3,1H
1726,male,27,2017-03-19,Afghanistan,Upper secondary education (11-13 school years),UNKNOWN,2017,3,1H
1795,male,33,2017-03-20,Syria,,UNKNOWN,2017,3,1H
1805,male,28,2017-03-21,Jordan,Upper secondary education (11-13 school years),FALSE,2017,3,1H
1630,male,35,2017-03-21,Zimbabwe,Upper secondary education (11-13 school years),UNKNOWN,2017,3,1H
1802,male,27,2017-03-21,Afghanistan,,UNKNOWN,2017,3,1H
1796,female,38,2017-03-21,Algeria,,UNKNOWN,2017,3,1H
1343,male,36,2017-03-22,Sudan,,UNKNOWN,2017,3,1H
1817,male,25,2017-03-25,Myanmar,Upper secondary education (11-13 school years),TRUE,2017,3,1H
1801,male,25,2017-04-03,Eritrea,Upper secondary education (11-13 school years),TRUE,2017,4,1H
1774,male,48,2017-04-03,Syria,Upper secondary education (11-13 school years),TRUE,2017,4,1H
1838,male,33,2017-04-03,Syria,,UNKNOWN,2017,4,1H
1773,female,29,2017-04-04,Palestine,,UNKNOWN,2017,4,1H
1768,female,50,2017-04-04,Iraq,Upper secondary education (11-13 school years),TRUE,2017,4,1H
1820,male,24,2017-04-04,Syria,Upper secondary education (11-13 school years),TRUE,2017,4,1H
1755,male,25,2017-04-04,South Africa,,UNKNOWN,2017,4,1H
1754,female,33,2017-04-04,Syria,,UNKNOWN,2017,4,1H
1777,male,20,2017-04-04,Iran,,UNKNOWN,2017,4,1H
1828,male,35,2017-04-04,Syria,,UNKNOWN,2017,4,1H
1749,male,23,2017-04-04,Syria,,UNKNOWN,2017,4,1H
1841,male,38,2017-04-04,Algeria,,UNKNOWN,2017,4,1H
1842,female,26,2017-04-04,Syria,Upper secondary education (11-13 school years),TRUE,2017,4,1H
1616,male,19,2017-04-04,Gambia,Upper secondary education (11-13 school years),FALSE,2017,4,1H
1844,male,48,2017-04-04,Afghanistan,,UNKNOWN,2017,4,1H
1780,male,39,2017-04-04,Sudan,,UNKNOWN,2017,4,1H
1790,male,32,2017-04-04,Bangladesh,,UNKNOWN,2017,4,1H
1732,male,28,2017-04-05,Pakistan,Lower secondary education (7-11 school years),FALSE,2017,4,1H
1823,male,31,2017-04-05,Afghanistan,,UNKNOWN,2017,4,1H
1826,male,24,2017-04-05,Syria,,UNKNOWN,2017,4,1H
1282,male,21,2017-04-05,Afghanistan,,UNKNOWN,2017,4,1H
1821,male,29,2017-04-05,Iraq,,UNKNOWN,2017,4,1H
1784,male,21,2017-04-05,Somalia,Upper secondary education (11-13 school years),FALSE,2017,4,1H
1770,male,59,2017-04-05,Somalia,,UNKNOWN,2017,4,1H
1779,male,28,2017-04-05,Syria,,UNKNOWN,2017,4,1H
1740,female,44,2017-04-05,Liberia,,UNKNOWN,2017,4,1H
1762,male,46,2017-04-05,Liberia,Upper secondary education (11-13 school years),TRUE,2017,4,1H
1789,male,34,2017-04-06,Somalia,I did not go to school,FALSE,2017,4,1H
1788,male,25,2017-04-06,Somalia,Upper secondary education (11-13 school years),FALSE,2017,4,1H
1672,male,36,2017-04-06,Afghanistan,Upper secondary education (11-13 school years),TRUE,2017,4,1H
1744,male,36,2017-04-06,Syria,,UNKNOWN,2017,4,1H
1819,male,29,2017-04-06,Kenya,,UNKNOWN,2017,4,1H
1815,male,33,2017-04-06,Burundi,,UNKNOWN,2017,4,1H
100,male,35,2017-04-06,Palestine,,UNKNOWN,2017,4,1H
1785,male,21,2017-04-07,Somalia,Upper secondary education (11-13 school years),FALSE,2017,4,1H
1778,male,35,2017-04-07,Palestine,Primary education (4-7 school years),FALSE,2017,4,1H
1813,male,30,2017-04-07,Sudan,,UNKNOWN,2017,4,1H
1737,male,27,2017-04-08,Syria,Upper secondary education (11-13 school years),FALSE,2017,4,1H
1824,male,23,2017-04-08,Bangladesh,,UNKNOWN,2017,4,1H
1782,male,21,2017-04-08,Afghanistan,Upper secondary education (11-13 school years),FALSE,2017,4,1H
1463,male,29,2017-04-09,Somalia,,UNKNOWN,2017,4,1H
1738,male,38,2017-04-10,Syria,Upper secondary education (11-13 school years),TRUE,2017,4,1H
1752,male,32,2017-04-11,Syria,,UNKNOWN,2017,4,1H
1747,male,26,2017-04-11,Syria,,UNKNOWN,2017,4,1H
1272,male,41,2017-04-12,Palestine,,UNKNOWN,2017,4,1H
1760,male,26,2017-04-13,Bangladesh,Upper secondary education (11-13 school years),TRUE,2017,4,1H
1742,male,22,2017-04-13,Somalia,,TRUE,2017,4,1H
1669,male,21,2017-04-14,Syria,,UNKNOWN,2017,4,1H
1783,female,27,2017-04-15,Iraq,Upper secondary education (11-13 school years),TRUE,2017,4,1H
1827,male,25,2017-04-16,Syria,,UNKNOWN,2017,4,1H
1758,male,30,2017-04-17,Syria,,UNKNOWN,2017,4,1H
1845,male,32,2017-04-17,Somalia,,UNKNOWN,2017,4,1H
1750,male,32,2017-04-19,Rwanda,Upper secondary education (11-13 school years),TRUE,2017,4,1H
1808,male,32,2017-04-20,Ethiopia,Upper secondary education (11-13 school years),TRUE,2017,4,1H
1615,male,30,2017-04-20,Syria,Upper secondary education (11-13 school years),TRUE,2017,4,1H
1822,male,26,2017-04-20,Somalia,,UNKNOWN,2017,4,1H
1757,male,29,2017-04-20,Afghanistan,,UNKNOWN,2017,4,1H
1829,male,25,2017-04-21,Syria,,UNKNOWN,2017,4,1H
1833,female,34,2017-04-22,Syria,Upper secondary education (11-13 school years),TRUE,2017,4,1H
1776,female,24,2017-04-23,Syria,,UNKNOWN,2017,4,1H
1748,female,36,2017-04-23,Malaysia,,UNKNOWN,2017,4,1H
1834,male,26,2017-04-25,Syria,,UNKNOWN,2017,4,1H
1935,male,2,2017-04-28,Germany,,UNKNOWN,2017,4,1H
1412,male,36,2017-04-30,Syria,Upper secondary education (11-13 school years),TRUE,2017,4,1H
1812,male,29,2017-04-30,Afghanistan,Upper secondary education (11-13 school years),FALSE,2017,4,1H
1886,male,25,2017-05-02,Afghanistan,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1896,male,28,2017-05-02,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1910,male,25,2017-05-02,Afghanistan,,UNKNOWN,2017,5,1H
1924,male,27,2017-05-02,Nigeria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1933,male,24,2017-05-02,Palestine,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1646,male,28,2017-05-02,Lebanon,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1850,male,25,2017-05-02,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1261,male,31,2017-05-02,Afghanistan,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1314,male,29,2017-05-02,Ethiopia,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1657,male,22,2017-05-03,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1781,female,30,2017-05-03,Iraq,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1252,male,35,2017-05-03,Afghanistan,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1898,female,22,2017-05-03,Switzerland,Primary education (4-7 school years),FALSE,2017,5,1H
1947,male,35,2017-05-03,Germany,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1900,male,32,2017-05-03,Gambia,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1901,female,37,2017-05-03,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1260,male,34,2017-05-03,Indonesia,,UNKNOWN,2017,5,1H
1902,male,44,2017-05-03,Pakistan,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1250,male,42,2017-05-03,Iran,,UNKNOWN,2017,5,1H
1249,male,20,2017-05-03,Ethiopia,Lower secondary education (7-11 school years),FALSE,2017,5,1H
1891,female,35,2017-05-03,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1746,female,39,2017-05-03,Côte d'Ivoire,Lower secondary education (7-11 school years),FALSE,2017,5,1H
1874,male,31,2017-05-03,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1243,female,41,2017-05-03,Nigeria,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1961,male,36,2017-05-03,Germany,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1913,male,29,2017-05-03,Iraq,,UNKNOWN,2017,5,1H
1714,male,35,2017-05-03,Afghanistan,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1914,male,33,2017-05-03,Somalia,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1923,male,34,2017-05-03,Syria,,UNKNOWN,2017,5,1H
1692,female,27,2017-05-03,Iran,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1262,male,40,2017-05-03,Iran,,UNKNOWN,2017,5,1H
1929,male,20,2017-05-03,Zimbabwe,,UNKNOWN,2017,5,1H
1932,male,23,2017-05-03,Somalia,,UNKNOWN,2017,5,1H
1907,male,26,2017-05-03,Gambia,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1303,male,34,2017-05-03,Syria,Upper secondary education (11-13 school years),UNKNOWN,2017,5,1H
1263,male,39,2017-05-03,Iran,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1887,male,38,2017-05-03,Ethiopia,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1865,male,29,2017-05-03,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1863,male,21,2017-05-03,Palestine,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1875,male,30,2017-05-03,Sudan,,UNKNOWN,2017,5,1H
1857,male,29,2017-05-03,Finland,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1855,male,33,2017-05-03,Syria,,UNKNOWN,2017,5,1H
1854,male,27,2017-05-03,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1853,male,30,2017-05-03,Bangladesh,,UNKNOWN,2017,5,1H
1849,male,29,2017-05-03,Sierra Leone,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1276,male,31,2017-05-03,Afghanistan,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1852,male,33,2017-05-03,Palestine,,UNKNOWN,2017,5,1H
1278,male,32,2017-05-03,Iran,,UNKNOWN,2017,5,1H
1884,male,30,2017-05-03,Switzerland,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1882,female,23,2017-05-03,Syria,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1297,male,22,2017-05-03,Afghanistan,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1943,female,29,2017-05-04,Turkey,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1868,male,39,2017-05-04,Yemen,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1866,female,29,2017-05-04,Syria,,UNKNOWN,2017,5,1H
1893,female,29,2017-05-04,Iraq,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1926,male,32,2017-05-04,Syria,Upper secondary education (11-13 school years),UNKNOWN,2017,5,1H
1608,female,29,2017-05-04,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1920,male,28,2017-05-04,Gambia,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1916,male,27,2017-05-04,Sudan,,UNKNOWN,2017,5,1H
1848,male,27,2017-05-04,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1861,female,22,2017-05-04,Pakistan,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1277,male,46,2017-05-04,France,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1718,female,27,2017-05-04,Netherlands,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1414,male,26,2017-05-04,Somalia,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1810,male,27,2017-05-04,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1878,male,27,2017-05-04,Dem. Rep. Congo,,TRUE,2017,5,1H
1937,male,27,2017-05-04,Somalia,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1799,male,21,2017-05-04,Syria,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1734,male,28,2017-05-04,Palestine,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1678,male,37,2017-05-04,Syria,,UNKNOWN,2017,5,1H
1895,female,31,2017-05-04,Syria,,UNKNOWN,2017,5,1H
1946,male,35,2017-05-05,Ethiopia,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1244,male,23,2017-05-05,Somalia,,UNKNOWN,2017,5,1H
1908,male,35,2017-05-05,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1906,male,31,2017-05-05,Syria,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1806,male,24,2017-05-05,Somalia,,UNKNOWN,2017,5,1H
1862,male,46,2017-05-05,Pakistan,,UNKNOWN,2017,5,1H
1928,male,33,2017-05-05,Nigeria,,UNKNOWN,2017,5,1H
1766,male,27,2017-05-05,Tajikistan,Lower secondary education (7-11 school years),FALSE,2017,5,1H
1873,male,37,2017-05-05,Syria,,UNKNOWN,2017,5,1H
1596,female,24,2017-05-05,Pakistan,,UNKNOWN,2017,5,1H
1836,male,27,2017-05-06,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1964,male,37,2017-05-06,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1430,male,31,2017-05-06,Syria,Upper secondary education (11-13 school years),FALSE,2017,5,1H
912,male,29,2017-05-06,Yemen,,UNKNOWN,2017,5,1H
1883,male,35,2017-05-06,Dem. Rep. Congo,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1846,male,25,2017-05-06,Eritrea,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1225,male,32,2017-05-06,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1753,male,40,2017-05-07,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1741,male,30,2017-05-07,Afghanistan,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1627,male,32,2017-05-07,Iran,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1267,male,34,2017-05-07,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1256,male,31,2017-05-07,Australia,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1922,male,20,2017-05-07,Afghanistan,,UNKNOWN,2017,5,1H
1847,male,40,2017-05-07,Sudan,,UNKNOWN,2017,5,1H
1899,female,28,2017-05-07,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1610,male,24,2017-05-08,Syria,,UNKNOWN,2017,5,1H
1797,male,29,2017-05-08,Sudan,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1331,male,31,2017-05-08,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1938,female,36,2017-05-09,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1889,male,33,2017-05-09,Bangladesh,,UNKNOWN,2017,5,1H
1840,male,39,2017-05-09,Nigeria,,UNKNOWN,2017,5,1H
1286,male,34,2017-05-10,Iraq,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1759,female,38,2017-05-11,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1881,male,28,2017-05-12,Iraq,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1825,male,29,2017-05-13,Cameroon,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1927,male,30,2017-05-13,Syria,,UNKNOWN,2017,5,1H
1538,male,25,2017-05-13,Somalia,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1213,male,48,2017-05-13,Iraq,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1322,male,40,2017-05-14,Syria,,UNKNOWN,2017,5,1H
1885,male,54,2017-05-14,Thailand,,UNKNOWN,2017,5,1H
1851,male,25,2017-05-14,Afghanistan,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1301,male,26,2017-05-15,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1729,male,31,2017-05-17,Bangladesh,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1493,male,31,2017-05-17,Afghanistan,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1915,male,28,2017-05-18,Somalia,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1814,male,49,2017-05-18,Eritrea,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1354,male,29,2017-05-20,Sudan,,UNKNOWN,2017,5,1H
1803,male,37,2017-05-20,Somalia,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1835,male,22,2017-05-22,Somalia,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1711,female,32,2017-05-22,Myanmar,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1856,female,31,2017-05-22,Pakistan,Upper secondary education (11-13 school years),TRUE,2017,5,1H
1443,male,24,2017-05-23,Syria,Upper secondary education (11-13 school years),FALSE,2017,5,1H
1787,male,29,2017-05-23,Somalia,,UNKNOWN,2017,5,1H
1246,male,32,2017-05-24,Pakistan,,UNKNOWN,2017,5,1H
1870,male,1,2017-05-27,Syria,Upper secondary education (11-13 school years),FALSE,2017,5,1H
767,male,26,2017-05-28,Afghanistan,Upper secondary education (11-13 school years),FALSE,2017,5,1H
2091,male,33,2017-05-31,Sudan,Upper secondary education (11-13 school years),TRUE,2017,5,1H
2088,male,29,2017-05-31,Syria,Upper secondary education (11-13 school years),TRUE,2017,5,1H
2058,male,27,2017-05-31,Syria,Upper secondary education (11-13 school years),FALSE,2017,5,1H
