index,gender,age,student_since,nationality,school_education,attended_university
1915,male,28,2017-05-18,Somalia,Upper secondary education (11-13 school years),TRUE
1814,male,49,2017-05-18,Eritrea,Upper secondary education (11-13 school years),FALSE
1354,male,29,2017-05-20,Sudan,,UKNOWN
1803,male,37,2017-05-20,Somalia,Upper secondary education (11-13 school years),TRUE
1835,male,22,2017-05-22,Somalia,Upper secondary education (11-13 school years),FALSE
1711,female,32,2017-05-22,Myanmar,Upper secondary education (11-13 school years),TRUE
1856,female,31,2017-05-22,Pakistan,Upper secondary education (11-13 school years),TRUE
1443,male,24,2017-05-23,Syria,Upper secondary education (11-13 school years),FALSE
1787,male,29,2017-05-23,Somalia,,UKNOWN
1246,male,32,2017-05-24,Pakistan,,UKNOWN
1870,male,1,2017-05-27,Syria,Upper secondary education (11-13 school years),FALSE
767,male,26,2017-05-28,Afghanistan,Upper secondary education (11-13 school years),FALSE
2091,male,33,2017-05-31,Sudan,Upper secondary education (11-13 school years),TRUE
2088,male,29,2017-05-31,Syria,Upper secondary education (11-13 school years),TRUE
2058,male,27,2017-05-31,Syria,Upper secondary education (11-13 school years),FALSE
2078,female,23,2017-05-31,Iraq,Upper secondary education (11-13 school years),FALSE
2082,male,29,2017-05-31,Syria,Upper secondary education (11-13 school years),FALSE
2061,male,33,2017-05-31,Syria,Upper secondary education (11-13 school years),FALSE
53,male,33,2017-05-31,Ethiopia,Upper secondary education (11-13 school years),TRUE
1763,male,22,2017-05-31,Colombia,Upper secondary education (11-13 school years),FALSE
1086,male,30,2017-05-31,Syria,Upper secondary education (11-13 school years),FALSE
2045,male,32,2017-05-31,Syria,Upper secondary education (11-13 school years),TRUE
1336,male,33,2017-05-31,Germany,Upper secondary education (11-13 school years),FALSE
2012,female,20,2017-05-31,Syria,Primary education (4-7 school years),FALSE
1903,male,21,2017-06-01,Syria,,UKNOWN
2051,male,23,2017-06-01,Italy,Upper secondary education (11-13 school years),TRUE
1869,male,27,2017-06-01,Iran,Upper secondary education (11-13 school years),TRUE
1290,male,30,2017-06-01,Syria,Upper secondary education (11-13 school years),TRUE
2056,male,22,2017-06-01,Syria,Upper secondary education (11-13 school years),FALSE
1769,male,30,2017-06-01,Somalia,,UKNOWN
1909,male,25,2017-06-01,Syria,Upper secondary education (11-13 school years),TRUE
1266,male,29,2017-06-01,Afghanistan,Upper secondary education (11-13 school years),FALSE
1338,female,21,2017-06-01,Syria,Upper secondary education (11-13 school years),FALSE
2100,male,43,2017-06-01,Syria,Upper secondary education (11-13 school years),TRUE
2098,male,31,2017-06-01,Syria,Upper secondary education (11-13 school years),TRUE
1976,male,28,2017-06-01,Syria,Upper secondary education (11-13 school years),FALSE
2049,female,26,2017-06-01,Kenya,Upper secondary education (11-13 school years),FALSE
2044,male,24,2017-06-01,Afghanistan,,UKNOWN
1921,male,28,2017-06-01,Syria,Upper secondary education (11-13 school years),TRUE
1957,male,31,2017-06-01,Afghanistan,I did not go to school,FALSE
1918,male,27,2017-06-01,Syria,Upper secondary education (11-13 school years),FALSE
2047,male,32,2017-06-01,Pakistan,Upper secondary education (11-13 school years),FALSE
1227,male,24,2017-06-01,Afghanistan,Upper secondary education (11-13 school years),FALSE
1876,male,26,2017-06-01,Syria,,UKNOWN
1259,male,22,2017-06-01,Afghanistan,,UKNOWN
2042,male,30,2017-06-01,Bangladesh,,UKNOWN
2005,female,28,2017-06-01,Syria,Upper secondary education (11-13 school years),FALSE
1999,male,30,2017-06-01,Eritrea,Upper secondary education (11-13 school years),FALSE
1395,male,28,2017-06-01,Syria,Upper secondary education (11-13 school years),TRUE
2065,male,31,2017-06-01,Palestine,Upper secondary education (11-13 school years),TRUE
1832,male,43,2017-06-01,Eritrea,Upper secondary education (11-13 school years),TRUE
1221,female,31,2017-06-01,Ukraine,Lower secondary education (7-11 school years),FALSE
1765,male,32,2017-06-02,Somalia,Upper secondary education (11-13 school years),FALSE
2069,male,30,2017-06-02,Syria,Upper secondary education (11-13 school years),TRUE
2053,male,28,2017-06-02,Dem. Rep. Congo,Lower secondary education (7-11 school years),FALSE
2033,male,29,2017-06-02,Germany,Upper secondary education (11-13 school years),TRUE
1321,male,21,2017-06-02,Syria,Upper secondary education (11-13 school years),FALSE
2026,male,37,2017-06-02,Ethiopia,Upper secondary education (11-13 school years),TRUE
2025,male,29,2017-06-02,Pakistan,,UKNOWN
2039,male,22,2017-06-02,Syria,Upper secondary education (11-13 school years),TRUE
2093,male,28,2017-06-02,Palestine,Upper secondary education (11-13 school years),TRUE
2089,female,26,2017-06-02,Syria,Upper secondary education (11-13 school years),TRUE
2090,male,25,2017-06-02,Syria,,UKNOWN
1930,male,23,2017-06-03,Portugal,Upper secondary education (11-13 school years),FALSE
2101,male,29,2017-06-03,Sudan,Upper secondary education (11-13 school years),TRUE
1934,male,21,2017-06-03,Afghanistan,Upper secondary education (11-13 school years),FALSE
1892,male,29,2017-06-03,Syria,Upper secondary education (11-13 school years),TRUE
2050,male,29,2017-06-03,Somalia,,UKNOWN
1816,male,42,2017-06-03,Syria,Upper secondary education (11-13 school years),FALSE
1549,male,37,2017-06-04,Palestine,Upper secondary education (11-13 school years),TRUE
1772,male,28,2017-06-04,Somalia,Upper secondary education (11-13 school years),TRUE
1864,male,31,2017-06-04,Thailand,Upper secondary education (11-13 school years),FALSE
2096,male,21,2017-06-05,Syria,,UKNOWN
1843,male,25,2017-06-05,Syria,Upper secondary education (11-13 school years),TRUE
1993,male,39,2017-06-05,Pakistan,Upper secondary education (11-13 school years),TRUE
1979,male,31,2017-06-06,Syria,Upper secondary education (11-13 school years),TRUE
1977,male,32,2017-06-06,Syria,Upper secondary education (11-13 school years),TRUE
1880,male,27,2017-06-06,Afghanistan,Upper secondary education (11-13 school years),FALSE
1972,female,29,2017-06-06,Jordan,Upper secondary education (11-13 school years),TRUE
2009,male,24,2017-06-06,Jordan,Upper secondary education (11-13 school years),TRUE
1980,male,28,2017-06-06,Jordan,Upper secondary education (11-13 school years),TRUE
1804,male,22,2017-06-06,Syria,Upper secondary education (11-13 school years),FALSE
2008,male,22,2017-06-06,Jordan,Upper secondary education (11-13 school years),TRUE
1894,male,29,2017-06-06,Pakistan,Lower secondary education (7-11 school years),FALSE
1967,male,35,2017-06-06,Jordan,Upper secondary education (11-13 school years),TRUE
1951,female,27,2017-06-06,Palestine,Upper secondary education (11-13 school years),TRUE
1989,male,25,2017-06-06,Jordan,Upper secondary education (11-13 school years),TRUE
1944,female,22,2017-06-06,Jordan,Upper secondary education (11-13 school years),TRUE
2127,female,22,2017-06-06,Jordan,Upper secondary education (11-13 school years),TRUE
2004,female,28,2017-06-06,Jordan,Upper secondary education (11-13 school years),TRUE
2128,male,28,2017-06-06,Syria,Upper secondary education (11-13 school years),FALSE
2003,female,23,2017-06-06,Jordan,Upper secondary education (11-13 school years),FALSE
1987,male,23,2017-06-06,Syria,Upper secondary education (11-13 school years),FALSE
2094,male,33,2017-06-06,Jordan,Upper secondary education (11-13 school years),TRUE
1945,female,43,2017-06-06,Jordan,Upper secondary education (11-13 school years),TRUE
1960,female,22,2017-06-06,Jordan,Upper secondary education (11-13 school years),FALSE
1985,male,25,2017-06-06,Jordan,Upper secondary education (11-13 school years),FALSE
1952,male,28,2017-06-06,Jordan,,UKNOWN
1953,male,51,2017-06-06,Jordan,Upper secondary education (11-13 school years),TRUE
1771,male,29,2017-06-06,Somalia,Upper secondary education (11-13 school years),FALSE
2087,male,25,2017-06-06,Jordan,,UKNOWN
2001,male,23,2017-06-06,Syria,,UKNOWN
2118,male,23,2017-06-06,Syria,,UKNOWN
2152,male,27,2017-06-07,Jordan,Upper secondary education (11-13 school years),TRUE
2017,female,31,2017-06-07,Syria,Upper secondary education (11-13 school years),TRUE
1959,female,30,2017-06-07,Jordan,Upper secondary education (11-13 school years),TRUE
1974,female,28,2017-06-07,Jordan,Upper secondary education (11-13 school years),TRUE
1966,female,25,2017-06-07,Jordan,Upper secondary education (11-13 school years),TRUE
2084,male,34,2017-06-07,Syria,Upper secondary education (11-13 school years),FALSE
2133,male,22,2017-06-07,Jordan,Upper secondary education (11-13 school years),TRUE
1507,male,23,2017-06-07,Somalia,Upper secondary education (11-13 school years),FALSE
1965,male,30,2017-06-07,Afghanistan,,UKNOWN
2071,male,20,2017-06-07,Somalia,Lower secondary education (7-11 school years),FALSE
1990,male,21,2017-06-07,Syria,Upper secondary education (11-13 school years),TRUE
1984,male,25,2017-06-07,Jordan,Upper secondary education (11-13 school years),TRUE
1981,female,35,2017-06-07,Syria,Upper secondary education (11-13 school years),TRUE
2013,male,24,2017-06-08,Jordan,Upper secondary education (11-13 school years),FALSE
1327,male,21,2017-06-08,Syria,Upper secondary education (11-13 school years),FALSE
1949,male,24,2017-06-08,Jordan,Upper secondary education (11-13 school years),TRUE
1955,male,20,2017-06-08,Jordan,Upper secondary education (11-13 school years),FALSE
2018,female,25,2017-06-08,Jordan,Upper secondary education (11-13 school years),TRUE
2019,female,34,2017-06-08,Sudan,,UKNOWN
1807,female,27,2017-06-09,Iran,Lower secondary education (7-11 school years),FALSE
2112,male,30,2017-06-09,Dem. Rep. Congo,Upper secondary education (11-13 school years),TRUE
2103,male,26,2017-06-09,Yemen,Upper secondary education (11-13 school years),FALSE
2110,male,33,2017-06-09,Syria,Upper secondary education (11-13 school years),TRUE
1735,male,29,2017-06-09,Syria,Upper secondary education (11-13 school years),TRUE
1931,male,35,2017-06-09,Germany,Upper secondary education (11-13 school years),FALSE
2124,male,22,2017-06-09,Syria,Upper secondary education (11-13 school years),FALSE
2099,male,35,2017-06-10,Sudan,,UKNOWN
1983,male,27,2017-06-10,Syria,,UKNOWN
2068,male,27,2017-06-11,Syria,,UKNOWN
1859,male,27,2017-06-11,Syria,Upper secondary education (11-13 school years),UKNOWN
2123,female,22,2017-06-11,Jordan,,UKNOWN
2020,male,28,2017-06-11,Syria,Upper secondary education (11-13 school years),FALSE
2046,male,33,2017-06-12,Somalia,Upper secondary education (11-13 school years),FALSE
1798,male,32,2017-06-12,Pakistan,Upper secondary education (11-13 school years),TRUE
2038,male,31,2017-06-12,Dem. Rep. Congo,Upper secondary education (11-13 school years),TRUE
1975,male,28,2017-06-12,Jordan,Upper secondary education (11-13 school years),TRUE
2028,male,37,2017-06-13,Dem. Rep. Congo,Upper secondary education (11-13 school years),TRUE
2113,female,21,2017-06-13,Syria,,UKNOWN
1968,female,36,2017-06-13,Jordan,Upper secondary education (11-13 school years),TRUE
1971,male,30,2017-06-13,Jordan,Upper secondary education (11-13 school years),TRUE
1948,male,23,2017-06-13,Jordan,Upper secondary education (11-13 school years),TRUE
2023,female,42,2017-06-14,Syria,Upper secondary education (11-13 school years),TRUE
1988,female,26,2017-06-14,Jordan,Upper secondary education (11-13 school years),TRUE
2037,male,25,2017-06-15,Iraq,Upper secondary education (11-13 school years),TRUE
1996,male,27,2017-06-15,Sudan,Upper secondary education (11-13 school years),TRUE
2029,female,30,2017-06-15,Afghanistan,Upper secondary education (11-13 school years),TRUE
2007,male,21,2017-06-16,Syria,Lower secondary education (7-11 school years),FALSE
68,male,29,2017-06-17,Afghanistan,Upper secondary education (11-13 school years),FALSE
1917,male,20,2017-06-17,Somalia,Upper secondary education (11-13 school years),TRUE
1978,male,29,2017-06-17,Jordan,,UKNOWN
1942,male,28,2017-06-18,Yemen,,UKNOWN
2067,male,31,2017-06-18,Syria,Upper secondary education (11-13 school years),TRUE
1736,male,32,2017-06-19,Iran,,UKNOWN
2125,female,26,2017-06-21,Iraq,Upper secondary education (11-13 school years),TRUE
2146,male,31,2017-06-21,Syria,Lower secondary education (7-11 school years),FALSE
2085,female,32,2017-06-21,Philippines,Upper secondary education (11-13 school years),TRUE
2130,male,28,2017-06-21,Pakistan,Upper secondary education (11-13 school years),FALSE
1767,male,28,2017-06-21,Syria,Upper secondary education (11-13 school years),TRUE
2057,male,36,2017-06-21,Germany,Upper secondary education (11-13 school years),TRUE
2141,male,32,2017-06-21,Syria,Upper secondary education (11-13 school years),TRUE
1586,male,33,2017-06-21,Syria,,UKNOWN
1731,male,33,2017-06-21,Somalia,Upper secondary education (11-13 school years),TRUE
2170,male,27,2017-06-21,Syria,Upper secondary education (11-13 school years),TRUE
2160,male,31,2017-06-21,Syria,Upper secondary education (11-13 school years),TRUE
2164,male,32,2017-06-21,Afghanistan,Upper secondary education (11-13 school years),FALSE
2176,male,27,2017-06-21,Bangladesh,Upper secondary education (11-13 school years),TRUE
1279,male,33,2017-06-21,Afghanistan,Upper secondary education (11-13 school years),FALSE
1830,male,27,2017-06-21,Syria,Upper secondary education (11-13 school years),TRUE
2156,male,28,2017-06-21,Sudan,,UKNOWN
2105,male,32,2017-06-21,Ethiopia,Upper secondary education (11-13 school years),FALSE
2021,female,26,2017-06-21,Iraq,Upper secondary education (11-13 school years),FALSE
1839,male,24,2017-06-21,Ethiopia,Upper secondary education (11-13 school years),TRUE
1255,male,21,2017-06-21,Afghanistan,Upper secondary education (11-13 school years),FALSE
2187,female,28,2017-06-21,Jordan,Upper secondary education (11-13 school years),TRUE
2188,male,25,2017-06-21,Syria,Upper secondary education (11-13 school years),FALSE
2159,male,25,2017-06-21,Gambia,Upper secondary education (11-13 school years),FALSE
1925,male,31,2017-06-21,Afghanistan,Upper secondary education (11-13 school years),FALSE
2150,male,28,2017-06-21,Sri Lanka,Upper secondary education (11-13 school years),TRUE
2171,male,25,2017-06-22,Dem. Rep. Congo,Upper secondary education (11-13 school years),FALSE
1962,male,33,2017-06-22,Syria,Upper secondary education (11-13 school years),TRUE
2139,male,29,2017-06-22,Philippines,Upper secondary education (11-13 school years),TRUE
1872,male,33,2017-06-22,Nigeria,,UKNOWN
2063,male,22,2017-06-22,Germany,Upper secondary education (11-13 school years),FALSE
2119,male,25,2017-06-22,Pakistan,I did not go to school,FALSE
2117,male,25,2017-06-22,Yemen,Upper secondary education (11-13 school years),FALSE
2041,male,32,2017-06-22,Ethiopia,Upper secondary education (11-13 school years),TRUE
2181,male,35,2017-06-22,Eritrea,Upper secondary education (11-13 school years),FALSE
2066,male,35,2017-06-22,Germany,Upper secondary education (11-13 school years),TRUE
2086,male,39,2017-06-22,Guinea,Upper secondary education (11-13 school years),TRUE
2189,male,28,2017-06-22,Syria,Upper secondary education (11-13 school years),TRUE
1257,male,27,2017-06-22,Afghanistan,Upper secondary education (11-13 school years),FALSE
2169,male,34,2017-06-22,Germany,,UKNOWN
2194,female,25,2017-06-22,Jordan,Upper secondary education (11-13 school years),TRUE
2167,male,28,2017-06-22,Afghanistan,Upper secondary education (11-13 school years),FALSE
2172,male,27,2017-06-23,Dem. Rep. Congo,Upper secondary education (11-13 school years),FALSE
2083,male,29,2017-06-23,Somalia,Upper secondary education (11-13 school years),FALSE
2131,female,26,2017-06-23,Dem. Rep. Congo,Upper secondary education (11-13 school years),TRUE
1236,male,45,2017-06-23,Afghanistan,Upper secondary education (11-13 school years),TRUE
2055,female,27,2017-06-23,Syria,Upper secondary education (11-13 school years),TRUE
2060,female,43,2017-06-23,Nigeria,Upper secondary education (11-13 school years),TRUE
1879,male,22,2017-06-23,Afghanistan,Upper secondary education (11-13 school years),FALSE
2016,male,32,2017-06-23,Jordan,Upper secondary education (11-13 school years),TRUE
1761,male,37,2017-06-24,Pakistan,Upper secondary education (11-13 school years),TRUE
2185,male,25,2017-06-24,Syria,Upper secondary education (11-13 school years),TRUE
2165,male,28,2017-06-24,Sudan,Upper secondary education (11-13 school years),TRUE
2163,male,34,2017-06-24,Dem. Rep. Congo,Upper secondary education (11-13 school years),TRUE
2106,male,37,2017-06-24,Syria,Upper secondary education (11-13 school years),TRUE
2120,male,36,2017-06-24,Dem. Rep. Congo,,UKNOWN
2168,male,31,2017-06-24,Central African Republic,Upper secondary education (11-13 school years),TRUE
2138,male,27,2017-06-24,Syria,Upper secondary education (11-13 school years),TRUE
2137,male,28,2017-06-24,Iraq,,UKNOWN
2197,male,34,2017-06-24,Rwanda,Upper secondary education (11-13 school years),TRUE
1335,male,37,2017-06-25,Germany,Upper secondary education (11-13 school years),TRUE
2048,male,26,2017-06-25,Afghanistan,,UKNOWN
2134,male,36,2017-06-25,Lebanon,Upper secondary education (11-13 school years),TRUE
2034,male,25,2017-06-26,Syria,Upper secondary education (11-13 school years),TRUE
2109,male,22,2017-06-26,Germany,Upper secondary education (11-13 school years),FALSE
2043,male,23,2017-06-26,Pakistan,Upper secondary education (11-13 school years),FALSE
1995,female,21,2017-06-26,Iraq,Upper secondary education (11-13 school years),FALSE
2180,male,28,2017-06-26,Côte d'Ivoire,,UKNOWN
2177,male,30,2017-06-27,Pakistan,Upper secondary education (11-13 school years),TRUE
1307,male,27,2017-06-27,Syria,,UKNOWN
1969,male,28,2017-06-27,Syria,Upper secondary education (11-13 school years),TRUE
2074,male,21,2017-06-27,Afghanistan,Upper secondary education (11-13 school years),FALSE
2122,female,28,2017-06-27,Jordan,Upper secondary education (11-13 school years),FALSE
1794,male,21,2017-06-27,Syria,Upper secondary education (11-13 school years),FALSE
2148,female,25,2017-06-27,Dem. Rep. Congo,Upper secondary education (11-13 school years),TRUE
2054,male,29,2017-06-28,Syria,Upper secondary education (11-13 school years),TRUE
1293,male,27,2017-06-28,Jordan,Upper secondary education (11-13 school years),TRUE
2174,male,28,2017-06-28,Dem. Rep. Congo,,UKNOWN
1793,male,33,2017-06-28,Somalia,Upper secondary education (11-13 school years),FALSE
1618,male,45,2017-06-28,Algeria,,UKNOWN
2157,male,20,2017-06-28,Afghanistan,Lower secondary education (7-11 school years),FALSE
1970,male,27,2017-06-30,Jordan,Upper secondary education (11-13 school years),TRUE
2104,male,26,2017-07-01,India,Upper secondary education (11-13 school years),TRUE
2014,male,22,2017-07-01,Syria,,UKNOWN
2140,male,47,2017-07-03,Yemen,Upper secondary education (11-13 school years),FALSE
2173,female,20,2017-07-03,Syria,Upper secondary education (11-13 school years),FALSE
1715,male,27,2017-07-03,Pakistan,Upper secondary education (11-13 school years),TRUE
1950,female,29,2017-07-04,Jordan,Upper secondary education (11-13 school years),TRUE
1982,male,27,2017-07-05,Jordan,Upper secondary education (11-13 school years),TRUE
2210,male,29,2017-07-06,Syria,Upper secondary education (11-13 school years),TRUE
2299,male,35,2017-07-06,Syria,Upper secondary education (11-13 school years),TRUE
2294,male,32,2017-07-06,Syria,Upper secondary education (11-13 school years),FALSE
1287,female,34,2017-07-06,Syria,Upper secondary education (11-13 school years),TRUE
2281,male,24,2017-07-06,Syria,Upper secondary education (11-13 school years),TRUE
2135,male,31,2017-07-06,Gambia,Upper secondary education (11-13 school years),TRUE
1764,male,28,2017-07-06,Sudan,Upper secondary education (11-13 school years),TRUE
2175,male,31,2017-07-06,Nigeria,Upper secondary education (11-13 school years),TRUE
2275,male,27,2017-07-06,Iraq,Upper secondary education (11-13 school years),TRUE
2250,male,24,2017-07-06,Syria,Lower secondary education (7-11 school years),FALSE
2243,male,26,2017-07-06,Afghanistan,Upper secondary education (11-13 school years),FALSE
2209,male,35,2017-07-06,Syria,Upper secondary education (11-13 school years),TRUE
2212,male,41,2017-07-06,Syria,,UKNOWN
2229,male,22,2017-07-06,Syria,Upper secondary education (11-13 school years),FALSE
2228,female,23,2017-07-06,Suriname,I did not go to school,FALSE
1991,male,36,2017-07-06,Ethiopia,Upper secondary education (11-13 school years),TRUE
2224,male,24,2017-07-06,Syria,Upper secondary education (11-13 school years),TRUE
2227,male,23,2017-07-06,Iraq,Upper secondary education (11-13 school years),FALSE
2217,male,26,2017-07-06,Syria,Upper secondary education (11-13 school years),TRUE
2225,male,31,2017-07-06,Syria,,UKNOWN
2221,male,32,2017-07-06,Syria,Upper secondary education (11-13 school years),TRUE
2236,male,34,2017-07-07,Syria,Upper secondary education (11-13 school years),TRUE
2220,male,26,2017-07-07,Syria,Upper secondary education (11-13 school years),TRUE
2284,male,40,2017-07-07,Syria,Upper secondary education (11-13 school years),TRUE
2283,male,27,2017-07-07,Syria,Upper secondary education (11-13 school years),TRUE
2200,male,23,2017-07-07,Syria,Upper secondary education (11-13 school years),FALSE
2216,male,23,2017-07-07,Palestine,Upper secondary education (11-13 school years),TRUE
2297,male,23,2017-07-07,Sudan,,UKNOWN
2219,female,25,2017-07-07,Somalia,Upper secondary education (11-13 school years),FALSE
2234,male,29,2017-07-07,Germany,Upper secondary education (11-13 school years),FALSE
2279,male,27,2017-07-07,Yemen,Lower secondary education (7-11 school years),FALSE
2107,male,49,2017-07-07,Somalia,Upper secondary education (11-13 school years),FALSE
2244,male,22,2017-07-07,Afghanistan,I did not go to school,FALSE
2277,male,45,2017-07-07,Syria,Upper secondary education (11-13 school years),TRUE
2267,female,23,2017-07-07,Syria,Upper secondary education (11-13 school years),FALSE
2268,male,25,2017-07-07,Germany,Upper secondary education (11-13 school years),TRUE
2263,male,26,2017-07-07,S. Sudan,Upper secondary education (11-13 school years),TRUE
2273,male,37,2017-07-07,Somalia,Upper secondary education (11-13 school years),TRUE
2274,female,31,2017-07-07,Syria,Upper secondary education (11-13 school years),TRUE
2269,female,26,2017-07-08,Syria,Upper secondary education (11-13 school years),FALSE
2261,male,30,2017-07-08,Syria,Upper secondary education (11-13 school years),TRUE
2147,male,27,2017-07-08,Dem. Rep. Congo,,UKNOWN
2287,male,26,2017-07-08,Sudan,Upper secondary education (11-13 school years),FALSE
2258,male,31,2017-07-08,India,Upper secondary education (11-13 school years),TRUE
2248,male,32,2017-07-08,Palestine,Upper secondary education (11-13 school years),
2192,male,22,2017-07-08,Syria,Upper secondary education (11-13 school years),TRUE
2240,male,28,2017-07-08,Syria,Upper secondary education (11-13 school years),TRUE
2199,male,31,2017-07-08,Somalia,Upper secondary education (11-13 school years),TRUE
2202,female,24,2017-07-08,Somalia,Upper secondary education (11-13 school years),FALSE
1743,female,27,2017-07-08,Palestine,,
1986,female,29,2017-07-09,Jordan,Upper secondary education (11-13 school years),TRUE
1958,male,36,2017-07-09,Ethiopia,,UKNOWN
2108,male,34,2017-07-09,Germany,Upper secondary education (11-13 school years),FALSE
2245,male,22,2017-07-09,Afghanistan,Upper secondary education (11-13 school years),FALSE
2241,male,27,2017-07-09,Syria,Upper secondary education (11-13 school years),TRUE
2260,male,27,2017-07-10,Rwanda,Lower secondary education (7-11 school years),FALSE
1745,male,35,2017-07-10,Bangladesh,Upper secondary education (11-13 school years),TRUE
1438,male,38,2017-07-10,Iran,Upper secondary education (11-13 school years),TRUE
2276,male,35,2017-07-10,Sudan,Upper secondary education (11-13 school years),TRUE
2027,male,24,2017-07-11,Germany,Upper secondary education (11-13 school years),UKNOWN
2306,female,39,2017-07-11,Malaysia,Upper secondary education (11-13 school years),FALSE
2266,male,36,2017-07-11,Sudan,,UKNOWN
1575,male,43,2017-07-12,Germany,Upper secondary education (11-13 school years),TRUE
1310,male,26,2017-07-12,Syria,Upper secondary education (11-13 school years),TRUE
2070,male,35,2017-07-13,Syria,,UKNOWN
2072,female,28,2017-07-13,Iraq,Upper secondary education (11-13 school years),TRUE
2073,female,29,2017-07-13,Sudan,,UKNOWN
2207,male,26,2017-07-13,Iraq,Upper secondary education (11-13 school years),TRUE
2079,female,44,2017-07-13,Iraq,Upper secondary education (11-13 school years),TRUE
2077,female,46,2017-07-13,Iraq,,UKNOWN
2080,female,20,2017-07-13,Iraq,Lower secondary education (7-11 school years),FALSE
2081,male,25,2017-07-13,Sudan,Upper secondary education (11-13 school years),TRUE
2206,female,21,2017-07-13,Iraq,,UKNOWN
2205,female,23,2017-07-13,Iraq,Upper secondary education (11-13 school years),TRUE
2097,female,33,2017-07-13,Syria,Upper secondary education (11-13 school years),TRUE
2076,female,21,2017-07-13,Iraq,Upper secondary education (11-13 school years),TRUE
2282,male,21,2017-07-15,Syria,Upper secondary education (11-13 school years),FALSE
2182,male,32,2017-07-15,Bangladesh,Upper secondary education (11-13 school years),TRUE
2235,male,29,2017-07-16,Dem. Rep. Congo,Upper secondary education (11-13 school years),TRUE
2288,female,33,2017-07-16,Iraq,Upper secondary education (11-13 school years),TRUE
1811,male,38,2017-07-16,Syria,Upper secondary education (11-13 school years),TRUE
2114,female,22,2017-07-16,Iraq,,UKNOWN
2230,male,22,2017-07-17,Syria,Upper secondary education (11-13 school years),FALSE
2095,female,23,2017-07-18,Iraq,Upper secondary education (11-13 school years),TRUE
2292,male,36,2017-07-18,Syria,Upper secondary education (11-13 school years),TRUE
2303,male,32,2017-07-18,Ethiopia,Upper secondary education (11-13 school years),TRUE
2358,female,30,2017-07-19,Syria,Upper secondary education (11-13 school years),TRUE
1897,male,35,2017-07-19,Palestine,Upper secondary education (11-13 school years),TRUE
2214,male,28,2017-07-19,Palestine,Upper secondary education (11-13 school years),TRUE
2351,male,34,2017-07-19,Somalia,Upper secondary education (11-13 school years),TRUE
2350,male,24,2017-07-19,Somalia,Lower secondary education (7-11 school years),FALSE
2201,male,34,2017-07-19,Ethiopia,Upper secondary education (11-13 school years),TRUE
2346,male,27,2017-07-19,Syria,Upper secondary education (11-13 school years),TRUE
1733,male,34,2017-07-19,Palestine,Lower secondary education (7-11 school years),FALSE
1275,male,27,2017-07-19,Yemen,Upper secondary education (11-13 school years),FALSE
2363,male,32,2017-07-19,Somalia,Upper secondary education (11-13 school years),TRUE
2301,female,26,2017-07-19,Jordan,Upper secondary education (11-13 school years),TRUE
2336,male,21,2017-07-19,Syria,Upper secondary education (11-13 school years),FALSE
2356,male,21,2017-07-20,Thailand,Lower secondary education (7-11 school years),FALSE
2317,male,29,2017-07-20,Germany,,UKNOWN
1904,male,28,2017-07-20,Bangladesh,Upper secondary education (11-13 school years),TRUE
2295,male,22,2017-07-20,Somalia,Primary education (4-7 school years),FALSE
2308,male,39,2017-07-20,Dem. Rep. Congo,,UKNOWN
2305,male,34,2017-07-20,Uganda,Upper secondary education (11-13 school years),FALSE
2143,male,26,2017-07-20,Dem. Rep. Congo,Upper secondary education (11-13 school years),TRUE
2116,female,22,2017-07-20,Dem. Rep. Congo,Upper secondary education (11-13 school years),FALSE
2320,male,30,2017-07-20,Syria,Upper secondary education (11-13 school years),TRUE
2253,female,28,2017-07-20,Eritrea,Upper secondary education (11-13 school years),FALSE
2030,male,26,2017-07-20,Syria,Upper secondary education (11-13 school years),TRUE
2328,male,27,2017-07-20,Yemen,,UKNOWN
2361,male,26,2017-07-20,Pakistan,Upper secondary education (11-13 school years),TRUE
2353,male,29,2017-07-20,Somalia,,UKNOWN
2142,male,24,2017-07-20,Eritrea,Upper secondary education (11-13 school years),TRUE
2349,male,26,2017-07-20,Syria,Upper secondary education (11-13 school years),TRUE
2360,female,22,2017-07-20,Somalia,Upper secondary education (11-13 school years),TRUE
1329,male,40,2017-07-20,Syria,Upper secondary education (11-13 school years),TRUE
2337,female,31,2017-07-20,Uganda,Upper secondary education (11-13 school years),FALSE
2232,female,28,2017-07-21,Jordan,Upper secondary education (11-13 school years),TRUE
2344,male,38,2017-07-21,Syria,Upper secondary education (11-13 school years),TRUE
2342,male,27,2017-07-21,Bangladesh,Upper secondary education (11-13 school years),FALSE
2298,female,27,2017-07-21,Nigeria,Upper secondary education (11-13 school years),FALSE
2302,male,26,2017-07-21,Somalia,Upper secondary education (11-13 school years),FALSE
2325,male,29,2017-07-21,Palestine,Upper secondary education (11-13 school years),TRUE
2314,male,28,2017-07-21,Somalia,Lower secondary education (7-11 school years),FALSE
1696,female,32,2017-07-21,Iran,Lower secondary education (7-11 school years),FALSE
2335,male,23,2017-07-21,Eritrea,Upper secondary education (11-13 school years),TRUE
2311,male,24,2017-07-22,Somalia,,UKNOWN
2290,male,36,2017-07-22,Germany,,UKNOWN
1698,male,30,2017-07-22,Afghanistan,Upper secondary education (11-13 school years),TRUE
2362,male,25,2017-07-22,Somalia,,UKNOWN
2331,female,22,2017-07-22,Somalia,Upper secondary education (11-13 school years),FALSE
